order_id,order_date,total_amount,order_item_id,quantity,unit_price,user_id,username,email,age,country
73,2024-02-19,371.90,256,381.25767405004166,26.75946249408232,90,user90,user90@example.com,55,Australia
74,2024-02-19,212.12,755,133.93913269420827,23.628190436771582,378,user378,user378@example.com,26,Australia
75,2024-02-19,71.49,757,266.6166738165333,38.30369572281206,715,user715,user715@example.com,47,Canada
76,2024-02-19,215.65,488,423.87041483664797,63.93314231714308,737,user737,user737@example.com,18,UK
77,2024-02-19,369.07,416,345.4371974215165,36.727076789888756,868,user868,user868@example.com,21,Australia
78,2024-02-19,158.90,513,119.35979318531044,72.64495978480724,596,user596,user596@example.com,23,Australia
79,2024-02-19,343.04,514,53.405336722868164,56.7863236469717,64,user64,user64@example.com,54,UK
80,2024-02-19,122.42,318,336.7369383424012,97.19132602057535,519,user519,user519@example.com,23,Australia
81,2024-02-19,379.05,773,376.4982888355123,27.797095510471845,865,user865,user865@example.com,18,Canada
82,2024-02-19,480.29,355,77.51708901820702,97.59078758127845,650,user650,user650@example.com,39,USA
83,2024-02-19,311.92,443,360.4613330695056,12.659752182840917,986,user986,user986@example.com,49,Australia
84,2024-02-19,345.79,934,121.56205993204043,14.11070218122733,752,user752,user752@example.com,33,Australia
85,2024-02-19,212.91,240,233.69063049337652,27.71107936145561,457,user457,user457@example.com,32,Australia
86,2024-02-19,56.58,295,50.122758804424194,64.65746008877886,897,user897,user897@example.com,21,Australia
87,2024-02-19,175.11,489,109.94462985195686,22.804487116586525,886,user886,user886@example.com,18,Australia
88,2024-02-19,153.03,769,300.8826696484257,24.210782062340876,542,user542,user542@example.com,56,Australia
89,2024-02-19,120.34,546,499.6037039583303,47.14157807861657,162,user162,user162@example.com,35,Canada
90,2024-02-19,343.41,53,297.6077056622448,65.51357135131295,97,user97,user97@example.com,21,USA
91,2024-02-19,236.43,332,340.29511518969883,23.454763706808514,724,user724,user724@example.com,27,USA
92,2024-02-19,307.77,575,265.1331154498017,23.184886709951662,346,user346,user346@example.com,56,Canada
93,2024-02-19,50.32,790,300.06269463587563,35.44629201105613,430,user430,user430@example.com,23,Australia
94,2024-02-19,275.12,898,441.4537773045231,84.61312355419271,539,user539,user539@example.com,45,UK
95,2024-02-19,383.12,545,311.9732967772248,64.04321563890933,897,user897,user897@example.com,21,Australia
96,2024-02-19,388.07,12,471.1702149500985,35.62822810903453,980,user980,user980@example.com,47,UK
97,2024-02-19,403.21,201,116.50459298222016,33.51257730048289,306,user306,user306@example.com,20,Australia
98,2024-02-19,277.54,409,339.70182434622797,65.58445930221225,717,user717,user717@example.com,54,UK
99,2024-02-19,362.06,731,493.44792459718013,58.915291064808365,869,user869,user869@example.com,56,Canada
100,2024-02-19,266.92,639,128.8836848373703,78.02345771131036,338,user338,user338@example.com,38,UK
101,2024-02-19,76.78,782,328.2358426414491,18.05990371750127,999,user999,user999@example.com,45,Canada
102,2024-02-19,159.71,566,367.48178743302987,93.81961168270317,242,user242,user242@example.com,26,UK
103,2024-02-19,392.58,95,464.8940034893849,51.8371972372089,650,user650,user650@example.com,39,USA
104,2024-02-19,441.11,680,313.7784814203898,50.8163003876838,694,user694,user694@example.com,30,USA
105,2024-02-19,277.78,910,311.83252715330696,38.992720824289705,48,user48,user48@example.com,46,UK
106,2024-02-19,155.35,324,317.22234954768174,12.965989761412388,173,user173,user173@example.com,56,Canada
107,2024-02-19,174.10,16,348.17484913590874,64.88705212232296,509,user509,user509@example.com,44,Australia
108,2024-02-19,76.40,286,469.7910884455981,13.545862559836399,856,user856,user856@example.com,26,Australia
109,2024-02-19,252.24,569,189.880348379223,81.98318192302996,411,user411,user411@example.com,29,USA
110,2024-02-19,228.31,562,118.04906944734068,79.91806718899544,204,user204,user204@example.com,40,UK
111,2024-02-19,183.86,501,460.9448457840016,36.82088949720918,903,user903,user903@example.com,43,USA
112,2024-02-19,281.93,487,109.59461790317926,42.0033702921309,726,user726,user726@example.com,60,UK
113,2024-02-19,359.18,619,369.6938002848973,30.83368494439873,585,user585,user585@example.com,44,Australia
114,2024-02-19,444.92,844,63.2976575274727,57.34170957133914,860,user860,user860@example.com,27,USA
115,2024-02-19,439.05,976,459.11343944270857,42.9964868948315,698,user698,user698@example.com,53,Canada
116,2024-02-19,334.73,207,268.74772736263327,97.95275197502639,133,user133,user133@example.com,51,USA
117,2024-02-19,344.27,391,271.42311316509614,97.43829104663749,569,user569,user569@example.com,40,USA
118,2024-02-19,62.58,989,152.02055316166067,59.561110951681755,346,user346,user346@example.com,56,Canada
119,2024-02-19,269.05,974,316.0327140743339,99.77477197674531,453,user453,user453@example.com,41,USA
120,2024-02-19,411.26,526,314.3778045107063,11.77964765125536,106,user106,user106@example.com,21,UK
121,2024-02-19,55.14,577,121.82573425199811,35.252400129697605,335,user335,user335@example.com,44,Australia
122,2024-02-19,416.33,88,385.9261195688145,23.304573791841577,243,user243,user243@example.com,20,Australia
123,2024-02-19,499.36,897,171.71560891668844,30.486034407051932,934,user934,user934@example.com,47,UK
124,2024-02-19,277.10,329,100.59168138429654,70.40653685334715,324,user324,user324@example.com,57,Australia
125,2024-02-19,92.95,67,128.6689565760778,82.48267030505951,700,user700,user700@example.com,44,Australia
126,2024-02-19,388.70,206,399.70888023255094,50.42996012841041,577,user577,user577@example.com,21,USA
127,2024-02-19,134.05,349,274.56706556009453,25.900117577189114,373,user373,user373@example.com,23,Canada
128,2024-02-19,379.63,52,130.854853336973,51.976315863195715,650,user650,user650@example.com,39,USA
129,2024-02-19,120.33,236,338.2426017270351,53.06572806617935,816,user816,user816@example.com,22,USA
130,2024-02-19,340.20,896,83.51673064374815,59.37348247055504,938,user938,user938@example.com,29,USA
131,2024-02-19,203.35,281,114.24873094165115,50.28716368985741,403,user403,user403@example.com,51,Canada
132,2024-02-19,191.14,871,72.69635060421702,22.559530447630433,426,user426,user426@example.com,34,Australia
133,2024-02-19,316.33,613,379.0573519821691,19.956258415665552,682,user682,user682@example.com,24,Canada
134,2024-02-19,328.52,983,170.61169841415054,62.74014066263606,113,user113,user113@example.com,25,Canada
135,2024-02-19,201.45,712,154.44652728603603,94.2962445753092,945,user945,user945@example.com,35,Australia
136,2024-02-19,480.93,530,411.76822678265626,20.75772977059699,336,user336,user336@example.com,26,USA
137,2024-02-19,424.27,621,231.2599555344206,56.65895269603667,67,user67,user67@example.com,59,Canada
138,2024-02-19,162.38,363,412.8057847524154,39.65010894242501,883,user883,user883@example.com,30,USA
139,2024-02-19,288.13,591,351.7696106962789,19.34515933000295,323,user323,user323@example.com,21,UK
140,2024-02-19,380.10,433,229.84831334515738,85.87062671850734,798,user798,user798@example.com,57,USA
141,2024-02-19,100.90,420,296.64125801354555,62.2268602492134,645,user645,user645@example.com,34,UK
142,2024-02-19,271.32,602,136.35407229296982,21.34053132179939,172,user172,user172@example.com,55,UK
143,2024-02-19,187.55,726,81.08543427813326,46.19103188423715,850,user850,user850@example.com,39,Australia
144,2024-02-19,465.50,916,125.0863824190766,89.66713641586705,599,user599,user599@example.com,19,Canada
145,2024-02-19,66.53,795,191.8718155054611,12.871703690352103,230,user230,user230@example.com,18,Canada
146,2024-02-19,54.72,835,433.3499237199088,68.72780411262514,317,user317,user317@example.com,59,Australia
147,2024-02-19,87.84,112,51.481265929037754,67.39363727699778,689,user689,user689@example.com,45,Canada
148,2024-02-19,365.13,42,60.74780726206126,50.92485014920124,128,user128,user128@example.com,19,USA
149,2024-02-19,224.78,14,477.6400970520312,17.589302785401518,208,user208,user208@example.com,25,UK
150,2024-02-19,367.37,253,445.00139370602176,62.00255594248869,76,user76,user76@example.com,59,Australia
151,2024-02-19,345.56,693,428.2967314928888,15.431026822352957,132,user132,user132@example.com,46,Canada
152,2024-02-19,77.01,239,371.2358543799792,82.93791329171107,396,user396,user396@example.com,30,UK
153,2024-02-19,494.29,448,118.49072809519764,78.62630886410463,689,user689,user689@example.com,45,Canada
154,2024-02-19,284.58,757,282.2608187694699,38.30369572281206,551,user551,user551@example.com,37,USA
155,2024-02-19,132.82,293,168.92422090043786,29.45636860670385,605,user605,user605@example.com,34,Australia
156,2024-02-19,437.96,551,122.88739219163125,27.897710475623093,932,user932,user932@example.com,38,UK
157,2024-02-19,396.19,8,181.9297326905321,97.58096759775441,829,user829,user829@example.com,21,Australia
158,2024-02-19,182.50,270,211.63769084396034,51.18820714845356,854,user854,user854@example.com,46,Australia
159,2024-02-19,396.06,119,236.30331357215786,91.29816716622943,343,user343,user343@example.com,19,Canada
160,2024-02-19,373.63,360,87.36962785571652,86.48980301815472,522,user522,user522@example.com,25,UK
161,2024-02-19,331.48,275,304.5326287530289,79.64629350973435,50,user50,user50@example.com,60,Australia
162,2024-02-19,208.19,505,57.38049328627257,28.529400667385055,943,user943,user943@example.com,42,USA
163,2024-02-19,397.15,151,86.69794953544518,37.390831233815945,85,user85,user85@example.com,31,Australia
164,2024-02-19,419.78,950,288.8509666209149,26.56121547495379,811,user811,user811@example.com,30,Canada
165,2024-02-19,218.56,859,96.09301997872788,11.271876643592512,840,user840,user840@example.com,20,USA
166,2024-02-19,130.00,205,341.92816362894325,90.57751608592812,802,user802,user802@example.com,38,Australia
167,2024-02-19,220.47,958,70.26238723170036,83.66658485039859,566,user566,user566@example.com,23,UK
168,2024-02-19,417.88,612,423.5648300052307,86.81884131183853,442,user442,user442@example.com,49,Australia
169,2024-02-19,216.72,622,418.34099446125697,13.493892088647495,524,user524,user524@example.com,48,Canada
170,2024-02-19,210.37,369,283.38325257064605,96.31554906065428,783,user783,user783@example.com,46,USA
171,2024-02-19,447.25,180,168.19374455818257,52.22428141257611,349,user349,user349@example.com,60,USA
172,2024-02-19,59.33,142,437.10448780888316,72.2404066998525,876,user876,user876@example.com,56,USA
173,2024-02-19,412.27,617,296.17513945124256,93.12755143390821,203,user203,user203@example.com,36,Australia
174,2024-02-19,383.77,344,418.6154287098068,78.05548903078359,124,user124,user124@example.com,37,UK
175,2024-02-19,393.29,16,77.03382855930731,64.88705212232296,325,user325,user325@example.com,41,USA
176,2024-02-19,343.82,862,155.73089631107442,58.361017008361664,66,user66,user66@example.com,52,Australia
177,2024-02-19,489.02,20,425.53845156524284,76.87419408217782,942,user942,user942@example.com,36,Australia
178,2024-02-19,336.00,341,95.13436162345565,40.540293264466285,244,user244,user244@example.com,46,UK
179,2024-02-19,208.06,269,108.77762837038264,93.83340125577749,369,user369,user369@example.com,20,Australia
180,2024-02-19,92.80,276,201.28141852961193,80.34983727620738,142,user142,user142@example.com,28,UK
181,2024-02-19,312.94,759,107.73083846881732,65.02400804703927,611,user611,user611@example.com,31,UK
182,2024-02-19,490.27,101,360.52847795418467,28.424241378163064,754,user754,user754@example.com,52,USA
183,2024-02-19,362.63,702,427.8533848822073,41.19916462769588,257,user257,user257@example.com,30,UK
184,2024-02-19,284.48,91,496.3509389606002,77.99436525583647,341,user341,user341@example.com,38,UK
185,2024-02-19,82.38,644,370.4484942431499,24.47235438707504,725,user725,user725@example.com,20,UK
186,2024-02-19,119.57,756,212.51608237880674,52.4715148624207,903,user903,user903@example.com,43,USA
187,2024-02-19,230.26,519,200.95131904787428,67.11282438652874,178,user178,user178@example.com,33,UK
188,2024-02-19,498.63,647,488.1461278409758,13.260708920101566,23,user23,user23@example.com,21,USA
189,2024-02-19,158.50,572,321.28445331373536,22.45220417447178,901,user901,user901@example.com,48,UK
190,2024-02-19,296.39,885,461.7300086037624,24.51333932060262,649,user649,user649@example.com,38,Australia
191,2024-02-19,391.57,814,122.87283627767799,98.97804026008421,247,user247,user247@example.com,42,Australia
192,2024-02-19,143.29,412,425.06869440856826,84.52006548296792,412,user412,user412@example.com,55,USA
193,2024-02-19,125.49,881,166.89565716711076,23.423430213468666,885,user885,user885@example.com,57,USA
194,2024-02-19,304.11,779,139.2357127484371,13.838838007792123,955,user955,user955@example.com,18,Australia
195,2024-02-19,393.00,63,320.0093011125389,38.62511647907845,893,user893,user893@example.com,19,UK
196,2024-02-19,407.84,706,321.5981406996516,10.556924188199815,614,user614,user614@example.com,33,UK
197,2024-02-19,126.13,346,307.59161026402757,39.28655083286889,539,user539,user539@example.com,45,UK
198,2024-02-19,139.65,112,69.76586344498055,67.39363727699778,946,user946,user946@example.com,44,Canada
199,2024-02-19,75.26,301,239.0052168640178,36.82486897963962,525,user525,user525@example.com,54,UK
200,2024-02-19,103.34,397,369.0248951434174,53.480575065425576,106,user106,user106@example.com,21,UK
201,2024-02-19,284.07,23,235.57013076677288,27.426300251067023,359,user359,user359@example.com,42,USA
202,2024-02-19,107.75,378,106.5823985395951,68.10924752826547,677,user677,user677@example.com,30,UK
203,2024-02-19,169.19,336,162.82010085291242,83.83228497693973,502,user502,user502@example.com,59,Canada
204,2024-02-19,256.04,944,336.77853544093915,92.7379908925178,644,user644,user644@example.com,37,Canada
205,2024-02-19,472.75,800,177.71271580348878,82.69083218543571,105,user105,user105@example.com,49,Australia
206,2024-02-19,429.76,247,308.42016128704466,92.49812165295673,613,user613,user613@example.com,51,UK
207,2024-02-19,250.87,748,136.0670314956065,51.97397836717098,891,user891,user891@example.com,33,Canada
208,2024-02-19,98.34,949,173.3690918659504,79.63791811979821,920,user920,user920@example.com,24,UK
209,2024-02-19,295.93,206,277.8417117754358,50.42996012841041,637,user637,user637@example.com,56,USA
210,2024-02-19,463.51,486,69.29745132982404,40.423033180838274,288,user288,user288@example.com,24,UK
211,2024-02-19,340.05,689,456.21780961499417,71.44567319672126,789,user789,user789@example.com,54,Canada
212,2024-02-19,424.61,778,143.81526407721356,72.07645075069277,489,user489,user489@example.com,30,UK
213,2024-02-19,248.52,17,178.76364029044115,40.61410553681479,858,user858,user858@example.com,32,Australia
214,2024-02-19,219.25,831,498.18817710137154,48.07589164898181,915,user915,user915@example.com,25,Canada
215,2024-02-19,69.51,874,204.18591827690648,24.485223149140307,633,user633,user633@example.com,32,USA
216,2024-02-19,151.35,66,313.91743020131844,99.95467691554525,292,user292,user292@example.com,25,USA
217,2024-02-19,193.80,378,449.11579822734495,68.10924752826547,309,user309,user309@example.com,22,Canada
218,2024-02-19,95.77,425,321.8452077800521,32.28887638673409,268,user268,user268@example.com,38,Canada
219,2024-02-19,328.16,744,195.78505532319787,52.02911607069086,194,user194,user194@example.com,50,Canada
220,2024-02-19,51.63,553,75.07965415066856,25.124696073291545,300,user300,user300@example.com,45,USA
221,2024-02-19,232.48,769,161.2717776135351,24.210782062340876,306,user306,user306@example.com,20,Australia
222,2024-02-19,255.99,457,189.77390099337651,65.56938891161742,62,user62,user62@example.com,43,USA
223,2024-02-19,304.94,632,179.20562196454995,76.02079066827875,796,user796,user796@example.com,43,Canada
224,2024-02-19,121.35,959,432.2295993394512,32.627644153570195,772,user772,user772@example.com,24,UK
225,2024-02-19,329.70,183,223.8693267617259,70.65149501414595,885,user885,user885@example.com,57,USA
226,2024-02-19,239.86,460,152.11327474539053,58.84059081963844,956,user956,user956@example.com,34,Australia
227,2024-02-19,383.35,450,172.561616766969,32.75804415132562,790,user790,user790@example.com,46,Australia
228,2024-02-19,422.91,438,479.9199875287171,50.751488924574616,916,user916,user916@example.com,38,Australia
229,2024-02-19,131.75,515,328.79868284798744,58.71757327775412,985,user985,user985@example.com,26,UK
230,2024-02-19,105.20,99,136.97667007026865,28.73381353948587,623,user623,user623@example.com,44,Canada
231,2024-02-19,98.81,907,58.14973353709614,15.11390053669274,614,user614,user614@example.com,33,UK
232,2024-02-19,209.96,740,212.31578206870574,41.449836175850805,923,user923,user923@example.com,26,Australia
233,2024-02-19,86.69,585,262.6344516768511,73.25692664137867,335,user335,user335@example.com,44,Australia
234,2024-02-19,323.31,912,499.1519088281817,56.83013243921113,815,user815,user815@example.com,35,Canada
235,2024-02-19,232.04,979,495.1533163407031,88.17268623686577,83,user83,user83@example.com,46,Canada
236,2024-02-19,285.24,747,83.2016472516037,61.26112890394296,45,user45,user45@example.com,31,Australia
237,2024-02-19,116.11,185,285.31113993887453,25.419564104502644,396,user396,user396@example.com,30,UK
238,2024-02-19,306.27,211,463.71601990027574,65.74282341700771,312,user312,user312@example.com,48,Australia
239,2024-02-19,307.37,632,95.50762784412325,76.02079066827875,52,user52,user52@example.com,50,UK
240,2024-02-19,78.68,70,413.40383598745933,30.092966863973487,741,user741,user741@example.com,18,UK
241,2024-02-19,314.37,29,78.11209516352822,10.359850533650622,263,user263,user263@example.com,40,USA
242,2024-02-19,219.19,771,334.02310103156367,98.4367107799512,792,user792,user792@example.com,37,Australia
243,2024-02-19,420.09,167,62.64685070049911,38.38179494774419,139,user139,user139@example.com,40,Canada
244,2024-02-19,311.73,292,303.7242286713496,10.817999914592022,156,user156,user156@example.com,33,UK
245,2024-02-19,84.21,126,257.87031840492585,78.67621205157599,338,user338,user338@example.com,38,UK
246,2024-02-19,151.49,471,66.25801485536698,78.1738966402274,878,user878,user878@example.com,29,Canada
247,2024-02-19,498.37,496,468.5514585344337,53.642483708380254,68,user68,user68@example.com,39,USA
248,2024-02-19,237.87,549,328.73377943796186,12.167005770164174,394,user394,user394@example.com,43,UK
249,2024-02-19,248.24,843,389.72180139725367,84.8769627744657,642,user642,user642@example.com,35,USA
250,2024-02-19,288.74,136,309.998109814421,10.783656952821856,183,user183,user183@example.com,42,Canada
251,2024-02-19,162.06,745,454.8271469721146,93.00379944162964,431,user431,user431@example.com,59,Canada
252,2024-02-19,61.50,591,495.20056432218905,19.34515933000295,342,user342,user342@example.com,33,Canada
253,2024-02-19,286.02,193,359.54279019962064,34.356603587356766,929,user929,user929@example.com,20,Australia
254,2024-02-19,401.74,633,340.1586525375805,27.83328582226373,23,user23,user23@example.com,21,USA
255,2024-02-19,141.42,194,90.79181301123702,25.668136956565405,893,user893,user893@example.com,19,UK
256,2024-02-19,336.03,955,50.56712558141868,46.15209271094853,275,user275,user275@example.com,23,UK
257,2024-02-19,66.95,881,246.57545987357386,23.423430213468666,783,user783,user783@example.com,46,USA
258,2024-02-19,54.35,881,103.88493920065133,23.423430213468666,97,user97,user97@example.com,21,USA
259,2024-02-19,75.02,256,265.43992036877967,26.75946249408232,802,user802,user802@example.com,38,Australia
260,2024-02-19,427.81,422,288.0223703033714,76.73271517042498,661,user661,user661@example.com,26,Australia
261,2024-02-19,409.02,878,171.28179232362683,58.69382637246792,530,user530,user530@example.com,45,Australia
262,2024-02-19,305.63,202,125.48235056525462,53.87737711385772,444,user444,user444@example.com,19,UK
263,2024-02-19,304.19,86,482.87071877575625,29.560889555136615,713,user713,user713@example.com,31,Australia
264,2024-02-19,301.22,724,414.19826330403345,52.392290510627895,418,user418,user418@example.com,23,UK
265,2024-02-19,268.50,805,423.8507061474053,67.25502312869098,554,user554,user554@example.com,18,UK
266,2024-02-19,163.47,273,372.625124964797,17.803312776006877,98,user98,user98@example.com,29,USA
267,2024-02-19,180.08,451,390.67199619896695,62.7795768334223,379,user379,user379@example.com,50,Australia
268,2024-02-19,372.69,43,100.1613075988653,31.85903176728398,670,user670,user670@example.com,46,Australia
269,2024-02-19,111.29,525,117.65205969759472,90.99685537244751,156,user156,user156@example.com,33,UK
270,2024-02-19,187.12,762,282.8154394573614,68.29211522531506,266,user266,user266@example.com,56,UK
271,2024-02-19,347.39,92,437.97787343179266,31.210979302710136,69,user69,user69@example.com,57,UK
272,2024-02-19,473.08,155,78.4668868153857,61.07290671105595,476,user476,user476@example.com,18,USA
273,2024-02-19,308.33,417,118.19917591121263,29.85831232355006,353,user353,user353@example.com,57,USA
274,2024-02-19,126.01,772,150.4808551327485,56.50432220665948,414,user414,user414@example.com,57,UK
275,2024-02-19,283.78,683,365.4294143037753,59.242569233417015,920,user920,user920@example.com,24,UK
276,2024-02-19,481.97,275,75.03512407452165,79.64629350973435,853,user853,user853@example.com,29,USA
277,2024-02-19,432.54,646,250.65501625118932,70.16813058313188,435,user435,user435@example.com,53,UK
278,2024-02-19,213.39,862,256.4069195409737,58.361017008361664,748,user748,user748@example.com,38,Canada
279,2024-02-19,229.08,377,461.08692421428924,14.532035776471998,481,user481,user481@example.com,51,UK
280,2024-02-19,349.96,972,408.2929309341959,58.875925281050165,818,user818,user818@example.com,33,Canada
281,2024-02-19,226.95,812,252.95930972769668,26.90271061330363,504,user504,user504@example.com,43,Canada
282,2024-02-19,395.55,950,232.68896912240587,26.56121547495379,496,user496,user496@example.com,41,Canada
283,2024-02-19,466.79,678,382.20681794225993,93.01748838867555,161,user161,user161@example.com,59,Canada
284,2024-02-19,360.80,417,115.11461726459466,29.85831232355006,442,user442,user442@example.com,49,Australia
285,2024-02-19,198.85,463,118.08254414194613,68.67438799160536,52,user52,user52@example.com,50,UK
286,2024-02-19,462.26,923,375.83479092056166,54.01783068636929,984,user984,user984@example.com,40,USA
287,2024-02-19,245.96,634,256.5893206960824,37.92565767747582,124,user124,user124@example.com,37,UK
